AUID,Last,First,Ethnea,Genni,PubCountry
12837277_5,_Wang_,_Jih_Siang_,CHINESE,M,Taiwan
12904295_3,_Wang_,_Jing_,CHINESE,-,USA
14983255_6,_Wang_,_Jun_li_,CHINESE,-,China
15170260_2,_Wang_,_Jian_,CHINESE,-,USA
16028591_4,_Wang_,_Jie_Ying_,CHINESE,F,Taiwan
16388026_1,_Wang_,_Jian_Yang_,CHINESE,M,China
16536300_5,_Wang_,_Jei_jun_,CHINESE,-,China
16804033_6,_Wang_,_Jing_,CHINESE,-,Denmark
17492132_5,_Wang_,_Jiaqing_,CHINESE,M,China
18237899_1,_Wang_,_Jiankang_,CHINESE,M,Canada
18321531_2,_Wang_,_Jian_,CHINESE,-,USA
18686379_6,_Wang_,_Jun_Kai_,CHINESE,M,China
19020729_7,_Wang_,_Jin_,CHINESE,-,China
19101781_10,_Wang_,_Jianxiang_,CHINESE,-,HongKong
19281035_3,_Wang_,_Jun_,CHINESE,-,China
9228656_1,_Lee_,_Jaetae_,KOREAN,-,Korea
12120341_1,_Lee_,_Jin_Kyu_,KOREAN,M,Korea
10571146_5,_Lee_,_Jiyoun_,KOREAN,-,Korea
15255124_10,_Nyeo_Lee_,_Jeong_,KOREAN,-,Korea
12819360_1,_Lee_,_Jeeyoung_,KOREAN,M,Korea
8343457_5,_Sik_Lee_,_Jae_,KOREAN,M,Korea
10980038_2,_Hang_Lee_,_Ji_,CHINESE,-,USA
11373276_7,_Lee_,_Jun_Sung_,KOREAN,-,Korea
12874313_3,_Lee_,_James_,ENGLISH,M,USA
17659445_7,_Lee_,_Jeonghoon_,KOREAN,M,USA
8972781_2,_Hyung_Lee_,_Jun_Hyung_,KOREAN,M,Korea
9339896_5,_Lee_,_Jeong_Soon_,KOREAN,-,Korea
11846280_1,_Min_Lee_,_Jae_,KOREAN,M,Korea
17068571_3,_Lee_,_Ju_Yi_,CHINESE,-,Taiwan
17822084_4,_Yoon_Lee_,_Jee_,KOREAN,-,Korea
12834699_1,_Lee_,_John_,ENGLISH,M,USA
15037108_3,_Lee_,_Jamie_,ENGLISH,-,USA
15344201_2,_Mo_Lee_,_Jun_,CHINESE,-,Korea
15667052_2,_Lee_,_Jie_Zhi_,CHINESE,-,Taiwan
16311158_3,_Lee_,_Jongkeol_,KOREAN,-,Korea
16673950_1,_Lee_,_Jennifer_,ENGLISH,F,USA
16677737_5,_Lee_,_Juanxiu_,CHINESE,-,China
17359084_2,_Lee_,_Jounghun_,KOREAN,-,Korea
17603754_6,_Lee_,_jungho_,KOREAN,M,Japan
18157044_2,_Lee_,_James_,ENGLISH,M,Ireland
18181631_2,_Lee_,_Jennifer_,ENGLISH,F,USA
18775848_2,_Lee_,_Jason_,ENGLISH,M,USA
18978894_3,_Lee_,_Jane_,ENGLISH,F,USA
5564364_2,_Lee_,_john_,ENGLISH,M,USA
9685108_3,_Lee_,_jongmin_,KOREAN,M,Korea
17972118_1,_Zwerger_,_Stefan_,GERMAN,M,Germany
18312334_2,_Zukowska_,_daria_,SLAV,F,Denmark
19290672_10,_Zibat_,_Volker_,GERMAN,M,Germany
17949870_9,_Zerem_,_Nijaz_,SLAV,-,Austria
16139472_1,_Zebhauser_,_Roland_,GERMAN,M,Germany
16212667_1,_Zamvar_,_Usha_,ENGLISH,F,UK
3118483_2,_Yuh_,_zhaotong_,CHINESE,-,USA
15668556_3,_Yorgancoglu_,_Rezan_,TURKISH,F,Turkey
8959470_2,_Yearian_,_anita_,ARAB,F,USA
8307675_4,_Yeanon_,_saye_,THAI,-,USA
18028262_2,_Wunnenberg_,_Petra_,GERMAN,F,Germany
16121173_3,_Wittig_,_Nadine_,GERMAN,F,NewZealand
18255933_1,_Wilinski_,_piotr_,SLAV,M,France
17450301_2,_Wermelinger_,_Beat_,GERMAN,M,Switzerland
9781391_1,_von_Reinersdorff_,_doris_,GERMAN,F,Switzerland
10983154_6,_Perez_,_Villanueva_,HISPANIC,-,Spain
17726615_3,_Verschelde_,_Sabine_,FRENCH,F,Belgium
14600535_5,_van_Druenen_,_Marieke_,DUTCH,F,Netherlands
14696235_1,_Sijpe_,_Vande_,DUTCH,-,Belgium
16222729_4,_Valinotto_,_Laura_,ITALIAN,F,Germany
19534861_3,_Valencia_Mercado_,_Daniel_,HISPANIC,M,Mexico
17444055_1,_Udgiri_,_rekha_,INDIAN,F,India
15277169_2,_Udam_,_Tina_Rovenna_,NORDIC,F,Denmark
18570998_2,_Tsatsoulis_,_Ioannis_,GREEK,M,Greece
18208517_3,_Toro_Ramos_,_Tatiana_,HISPANIC,F,USA
14622557_9,_Garcia_,_Tizon_,HISPANIC,-,Spain
18722221_3,_Tirado_Gutierrez_,_Carmen_,HISPANIC,F,Mexico
18041415_1,_Thawornchaisit_,_Prasutr_,THAI,-,Thailand
2334157_7,_Delgado_,_Terreiro_,HISPANIC,-,Spain
15591200_3,_Tejada_Martinez_,_Andres_,HISPANIC,M,USA
16760528_4,_Suzan_Azpiri_,_Humberto_,HISPANIC,M,USA
2346262_2,_Tomas_,_Suarez_,HISPANIC,-,Spain
17535043_3,_Stilo_,_Mariagrazia_,ITALIAN,F,Italy
18483130_1,_Starrost_,_Klaus_,GERMAN,M,Germany
19446985_1,_Sorelius_,_Karl_,NORDIC,M,Sweden
16158819_2,_Sithongdee_,_Saisiri_,THAI,-,Thailand
19244279_2,_Shlevkov_,_Evgeny_,SLAV,M,Spain
16879857_1,_Setaki_,_Despina_,GREEK,F,Greece
18465838_5,_Sangweni_,_Phumelele_,AFRICAN,-,SouthAfrica
17434433_4,_Sahachaisaree_,_Verasak_,THAI,-,Japan
18215006_3,_Rusine_,_Allison_,ENGLISH,-,USA
11967877_2,_Rosenfield_,_Brad_,ENGLISH,M,USA
19295494_3,_Rosar_,_Madeleine_,TURKISH,F,USA
17503900_10,_Romana_,_edward_,FRENCH,M,USA
11602119_4,_Caravaca_,_Rodriguez_,HISPANIC,-,Spain
2345188_2,_Reitan_,_arne_,NORDIC,M,Norway
17520136_7,_Rauzy_,_Evelyne_,FRENCH,F,China
16438215_3,_Punprasit_,_Wantanee_,THAI,F,Thailand
19220663_4,_Pudhota_,_Sunitha_,INDIAN,F,USA
17100383_4,_Prathombutr_,_Prapapan_,THAI,-,Thailand
19480694_2,_Pouzot_,_Celine_,FRENCH,F,France
12384882_1,_Pottinger_,_Lawrence_,ENGLISH,M,USA
10279394_2,_Plews_Ogan_,_james_,ENGLISH,M,USA
15183883_1,_Plansangkate_,_Prae_,THAI,-,Thailand
19579784_3,_Piksa_,_Krzysztof_,SLAV,M,Poland
8839179_4,_Pflieger_Carrara_,_francoise_,FRENCH,F,France
19496825_2,_Peternelj_,_Tina_,SLAV,F,Slovenia
19424985_2,_Perez_Riveros_,_Paola_,HISPANIC,F,USA
18333386_3,_Cervello_,_Perez_,HISPANIC,-,Spain
11375482_2,_Pennicott_,_david_,ENGLISH,M,UK
12692027_3,_Penco_,_Albert_,ITALIAN,M,UK
18067852_2,_Pairin_,_Cecile_,FRENCH,F,Sweden
15031852_2,_Paasio_,_Ari_,NORDIC,M,Finland
19145979_4,_Oleskina_,_Iu_,SLAV,-,Russia
11741491_3,_Okazawa_Igarashi_,_miwa_,JAPANESE,F,Japan
17315853_4,_Nujic_,_Krunoslav_,SLAV,M,Croatia
14990278_5,_Nthangeni_,_Nndivheni_,AFRICAN,-,SouthAfrica
11354587_2,_Nowlin_Drummond_,_amy_,ENGLISH,F,USA
19526288_7,_Nidadavolu_,_Prakash_,INDIAN,M,India
17990481_1,_Nicopoulos_,_Martine_,FRENCH,F,USA
16493255_1,_Navarini_,_Roberto_,ITALIAN,M,Argentina
18037727_1,_Nakrani_,_Sunil_,INDIAN,M,UK
14699711_6,_Munini_,_Enrico_,ITALIAN,M,Italy
12409470_2,_Mueller_Ibeler_,_Jochen_,GERMAN,M,Germany
9730289_3,_Motiu_,_peter_,CHINESE,M,USA
5711090_2,_Mosbacher_,_georg_,GERMAN,M,Germany
10634866_2,_Mkahli_,_fatiha_,FRENCH,F,Belgium
11477213_1,_Miller_Gilbert_,_amy_,ENGLISH,F,USA
10984864_5,_Merrifield_,_traci_,ENGLISH,F,USA
12510270_2,_Mermagen_,_Oliver_,GERMAN,M,Germany
10867440_3,_De_Castro_,_Mello_,HISPANIC,-,Brazil
19578952_6,_Medrzycki_,_piotr_,SLAV,M,Italy
16967959_1,_McGuffee_,_Sean_,ENGLISH,M,USA
18608643_3,_Mastrogiovanni_,_Dina_,ITALIAN,F,USA
16082165_3,_Masden_,_Troy_,ENGLISH,M,USA
16553258_19,_Martinez_Portillo_,_Miralles_,HISPANIC,-,Spain
17419930_4,_Delia_Marrero_Medina_,_Carmen_,HISPANIC,F,Spain
15821588_1,_Maroclo_,_Marcus_,HISPANIC,M,Brazil
16092804_1,_Maritess_,_Canlas_,HISPANIC,-,USA
17059200_2,_Luhrs_,_Britta_,GERMAN,F,Germany
8664067_3,_de_Medrano_,_Lopez_,HISPANIC,-,Spain
16296923_4,_Lognikova_,_Lubov_,SLAV,F,Russia
9238061_4,_Locquet_,_isabelle_,FRENCH,F,France
11739587_5,_Lisoukov_,_igor_,SLAV,M,Germany
16423497_1,_Liskowsky_,_Wolfgang_,GERMAN,M,Germany
15956256_4,_Lippaine_Horvath_,_Eva_,HUNGARIAN,F,USA
17020077_2,_Carlton_,_Les_,ENGLISH,M,USA
16420080_3,_LeNoci_,_Ferdinando_,ITALIAN,M,Italy
18512604_2,_Lavandier_,_Karine_Alexandra_,FRENCH,F,Canada
17191602_2,_Lasso_Benavides_,_Adriana_,HISPANIC,F,Colombia
7914526_3,_Lasseter_,_charlotte_,NORDIC,F,USA
17944757_2,_Priya_,_Lakshmi_,INDIAN,F,India
10517364_8,_Lahidji_,_vafa_,ARAB,-,USA
19283473_2,_Krolow_,_Rachel_,ISRAELI,F,Brazil
12190326_2,_Krich_,_Sylvia_,GERMAN,F,Austria
15346608_4,_Kovandzic_,_Tomislav_,SLAV,M,USA
12581290_1,_Kokki_,_Anu_,NORDIC,F,Finland
11941121_2,_Kochav_Lev_,_Elena_,ISRAELI,F,USA
1364471_2,_Klopotek_,_mieczyslaw_,SLAV,M,Poland
15996399_3,_Kletzin_,_Isabel_,HISPANIC,F,Germany
19539336_3,_Kannen_,_Andreas_,NORDIC,M,China
17966598_2,_Kalembkiewicz_,_Marta_,SLAV,F,Poland
15666551_2,_Jurgas_Grudzinska_,_Monika_,SLAV,F,Poland
15219035_2,_Juhlin_,_Greger_,NORDIC,M,Sweden
19358330_8,_Jishan_,_Che_,CHINESE,-,Japan
17613441_1,_Suitor_,_Jill_,ENGLISH,F,USA
18682858_1,_Jahel_,_Ali_,ARAB,M,France
10936581_4,_Izumidate_,_hironobu_,JAPANESE,M,Japan
3057977_1,_Henriquez_,_Ibarra_,HISPANIC,-,Spain
18949615_4,_Hulbekkmo_,_Kristin_,NORDIC,F,Norway
17531327_10,_Huichun_,_Li_,CHINESE,-,China
15740040_1,_Hubke_,_Holger_,GERMAN,M,Germany
12122442_2,_Horstmeier_,_Bettina_,GERMAN,F,Germany
18798406_4,_Molinar_Horcasitas_,_Lourdes_,HISPANIC,F,Mexico
16227136_3,_Hopfgartner_,_Elke_,GERMAN,F,Austria
3354232_2,_Hohnoki_,_hideaki_,JAPANESE,M,Japan
11541078_2,_Heyder_Caspers_,_liane_,GERMAN,F,Germany
17993711_3,_Hermens_,_Benjamin_,DUTCH,M,USA
16327093_7,_Hayes_,_Quanita_,ENGLISH,F,USA
18469571_2,_Hatzenbuehler_,_John_,ENGLISH,M,USA
15334217_4,_Semelman_Haratz_,_Salo_,HISPANIC,-,Brazil
17908615_5,_Halasohoris_,_Stephanie_,FRENCH,F,USA
2388115_2,_Haimson_,_robert_,ENGLISH,M,USA
18795310_6,_Haciomeroglu_,_Senem_,TURKISH,F,Turkey
19208244_1,_Gurramkonda_,_Chandrasekhar_,INDIAN,M,Germany
19561463_5,_Guirriero_,_Dino_,ITALIAN,M,UK
19272727_5,_Gruell_,_Holger_,GERMAN,M,Netherlands
16377364_3,_Gruberg_,_Rakefet_,ISRAELI,F,Israel
16757413_7,_Graldi_,_Paola_,ITALIAN,F,Italy
9950727_1,_Graepel_,_thore_,GERMAN,M,Germany
12673370_3,_Gogolinska_,_Genrietta_,SLAV,-,Ukraine
9749872_4,_Fujishima_,_wakako_,JAPANESE,F,Japan
19532905_2,_Freiherr_von_Richthofen_,_Carl_Georg_,GERMAN,M,Germany
16427444_5,_Cerutti_Franciscatto_,_Andre_,FRENCH,M,Brazil
18684781_4,_Folkersen_,_Mikael_,NORDIC,M,Denmark
2236266_3,_Falchini_,_susanna_,ITALIAN,F,Italy
19177741_7,_Elkattawy_,_Azza_,ARAB,F,Japan
17219861_4,_din_Khalil_,_El_din_,ARAB,M,Egypt
17073375_2,_Elboth_,_Thomas_,GERMAN,M,Norway
11837362_2,_Edlow_,_Mary_,ENGLISH,F,USA
15537283_2,_Dziuzycka_,_Malgorzata_,SLAV,F,Poland
19462237_1,_Dyess_,_Susan_,ENGLISH,F,USA
18951367_1,_Dybiec_,_Katarzyna_,SLAV,F,Poland
11550962_3,_Dozal_,_jose_,HISPANIC,M,Mexico
16964369_3,_Mohd_Dom_,_Zanariah_,CHINESE,F,Malaysia
10089637_3,_Franjo_,_Dominguez_,HISPANIC,-,Spain
2035882_2,_Herranz_,_Diez_,HISPANIC,-,Spain
19572129_1,_Devmurari_,_Kamlesh_,INDIAN,-,Korea
18688432_6,_Del_Pozo_Ochoa_,_Carolina_,HISPANIC,F,Netherlands
17218634_2,_De_Alba_,_Adrian_,HISPANIC,M,USA
14562692_2,_Dardalhon_,_Sylvie_,FRENCH,F,France
18954245_7,_Dahler_Penticoff_,_Marilyn_,ENGLISH,F,USA
19112581_1,_Crenes_,_Gwenaelle_,FRENCH,F,France
19318285_4,_Coy_Aunon_,_Rosa_,HISPANIC,F,Spain
19390287_3,_Chitwiset_,_Seksan_,THAI,M,Thailand
15146317_2,_Chiquet_,_vincent_,FRENCH,M,France
18668264_4,_Chasar_,_Anthony_,ENGLISH,M,Lithuania
18985028_10,_Chantier_,_thibault_,FRENCH,M,France
12175956_2,_Celebiogcaronglu_,_Aysen_,TURKISH,F,Turkey
12736433_5,_Calsamig_,_Maria_,HISPANIC,F,USA
11179988_2,_Btriest_,_william_,ENGLISH,M,USA
19162826_2,_Bruschi_,_Tommaso_,ITALIAN,M,Italy
17260561_1,_Braunig_,_Nicolle_,GERMAN,F,Germany
10805529_3,_Brau_,_daniel_,GERMAN,M,France
9187177_1,_Brasileiro_,_francisco_,HISPANIC,M,Brazil
10533795_3,_Bortolato_,_loris_,ITALIAN,M,Italy
18825126_15,_Borovilos_,_Maria_,SLAV,F,USA
17876171_10,_Bisiriyu_,_Ganiyat_Olusola_,AFRICAN,-,Nigeria
19593952_2,_Rauniyar_Binay_,_Kumar_,INDIAN,M,China
9487315_1,_Bienert_,_susan_,GERMAN,F,USA
18347767_3,_Bicak_,_Firat_,TURKISH,M,Turkey
19271957_2,_Beutner_,_Clara_,GERMAN,F,Germany
1289935_1,_Beren_,_phyllis_,DUTCH,F,USA
16517417_4,_Bensadoun_,_Francis_,FRENCH,M,France
17970169_1,_Bengmark_,_Daniel_,NORDIC,M,Sweden
18632386_3,_Beling_,_Peter_,GERMAN,M,USA
17270478_5,_Birgit_Baevre_,_Anne_,FRENCH,F,Norway
18553376_1,_Atlow_,_stuart_,ENGLISH,M,USA
19435020_5,_Arube_,_Wani_,AFRICAN,-,Uganda
19127674_1,_Gupta_Aparajita_,_Das_Gupta_,INDIAN,M,India
8498949_1,_Anstee_,_pamela_,ENGLISH,F,Australia
16440199_1,_Anjos_Ramos_,_Luana_,HISPANIC,F,Brazil
8773007_1,_Kumar_,_Anish_,INDIAN,M,India
18830544_3,_Wazan_,_Al_,HISPANIC,M,Iraq
12198866_3,_Alonso_Gallegos_Corona_,_Marco_,HISPANIC,M,Mexico
15134303_4,_de_Alvare_,_Alcalde_,HISPANIC,-,Spain
15596277_2,_Akgul_,_Akif_,TURKISH,M,Turkey
9379364_1,_Willain_Filho_,_arnaldo_,HISPANIC,M,Brazil
18989564_1,_Sindra_Virtuoso_Junior_,_Jair_,HISPANIC,M,Brazil
19281678_13,_van_Lente_,_Evert_Jan_,DUTCH,M,Germany
12406659_2,_Tijiwa_,_Kiyohiko_,JAPANESE,M,Japan
4038056_5,_Sgouromali_,_stella_,GREEK,F,Greece
15273483_1,_T_Rogerson_,_William_,ENGLISH,M,USA
8694572_3,_Molina_Suarez_,_raquel_,HISPANIC,F,Spain
17419930_2,_Estevez_Guerra_,_Gabriel_,HISPANIC,M,Spain
18546046_9,_Chaomin_,_Lu_,CHINESE,-,China
11347792_7,_Albertson_,_elizabeth_,ENGLISH,F,USA
8717176_4,_Zingler_,_monika_,GERMAN,F,Germany
17395720_8,_Yodoya_,_Kohei_,JAPANESE,M,Japan
14593658_2,_Winters_Moorhead_,_Carol_,ENGLISH,F,USA
18089034_2,_Wegst_,_Ulrike_,GERMAN,F,Germany
3066098_2,_Watababe_,_takeshi_,JAPANESE,M,Japan
7218770_2,_Warrington_,_marjorie_,ENGLISH,F,UK
8564906_1,_Ward_Able_,_Clive_,ENGLISH,M,Canada
16443111_2,_Veyel_,_Katrin_,GERMAN,F,Germany
11071877_1,_Tsutusmi_,_atsushi_,JAPANESE,M,Japan
11497591_2,_Troadec_,_herve_,FRENCH,M,Norway
15695836_2,_Trigilia_,_Donna_,ENGLISH,F,USA
16697960_3,_Trem_,_Deborah_,ENGLISH,F,USA
16839070_3,_Togeas_,_James_,FRENCH,M,USA
11691989_15,_Takada_Hidai_,_Masahide_,JAPANESE,M,Japan
8206874_3,_Sostaric_,_ksenija_,SLAV,F,Germany
9656889_2,_Sobiski_,_christine_,SLAV,F,USA
12236472_1,_Snir_,_Raphael_,ISRAELI,M,Israel
18003015_5,_Siler_,_Ondrej_,SLAV,M,CzechRepublic
11618636_1,_Shehadeh_,_kamal_,ARAB,M,Tunisia
1844930_4,_Shalper_,_jose_,HISPANIC,M,Chile
18699818_3,_Schwarzkopf_,_Ilona_,GERMAN,F,Belgium
14627770_3,_Saveanu_,_Radu_,ROMANIAN,M,USA
17875127_2,_Sankhe_,_shilpa_,INDIAN,F,India
11084698_1,_Sancho_,_benito_,HISPANIC,M,Spain
17158512_1,_Sajic_,_Rade_,SLAV,M,Canada
17391817_6,_Saini_,_Yogesh_,INDIAN,M,India
10228339_1,_Ribaudo_,_silvana_,ITALIAN,F,USA
1280902_1,_Rathakrishnan_,_chamu_,CHINESE,-,USA
1439729_3,_Pessina_,_valerio_,ITALIAN,M,Italy
16927378_2,_Pena_Neira_,_Alvaro_,HISPANIC,M,Chile
19103440_5,_Panteli_,_Benjamin_,ENGLISH,M,Germany
17977823_2,_Osborne_Hereford_,_Amber_,ENGLISH,F,USA
9501316_2,_Ojika_,_Izumi_,JAPANESE,F,Japan
18085756_2,_Fadaei_Nobandegani_,_Fatemeh_,ARAB,F,Iran
15311165_10,_Neita_,_Marguerite_,FRENCH,F,USA
17565386_5,_Navasa_,_Nicolas_,HISPANIC,M,Spain
17636130_3,_Muylaert_,_Melanie_,DUTCH,F,Belgium
18496333_2,_Murtagh_Schaffer_,_Catherine_,ENGLISH,F,USA
8182102_3,_de_la_Espada_,_Munoz_,HISPANIC,-,Spain
17255532_6,_Peter_Montens_,_Hans_,GERMAN,M,Germany
15565751_1,_Molckovsky_,_Dana_,SLAV,F,Canada
18629193_1,_Moita_,_Catarina_,HISPANIC,F,Portugal
12463827_4,_McKeown_Conn_,_Nancy_,ENGLISH,F,USA
12886974_2,_Marshman_,_Kimberly_,ENGLISH,F,USA
17559510_2,_Malter_,_Dikla_,ISRAELI,F,Israel
12132562_4,_Malosse_,_Francoise_,FRENCH,F,France
2096321_2,_FYa_,_Luk_yanenko_,SLAV,-,Russia
16880223_1,_Lanteaume_,_Laura_,FRENCH,F,France
12914525_3,_Landauer_,_Heike_,GERMAN,F,Germany
5657553_3,_Lampkin_,_william_,ENGLISH,M,USA
16638503_2,_Kotamaki_,_Anne_,NORDIC,F,Finland
18540234_1,_Khasnabis_,_Chapal_,INDIAN,-,Switzerland
18162707_2,_Hee_June_,_Jung_Hee_,KOREAN,F,Korea
17225195_3,_Jeker_,_Urs_,GERMAN,M,Switzerland
16244191_1,_Jawis_,_Nidzam_,ARAB,-,Malaysia
17586062_1,_Janitzky_,_kathrin_,GERMAN,F,Germany
11281920_3,_Ivonoffski_,_Vrenia_,FRENCH,-,Canada
8187116_2,_Issiki_,_takaaki_,JAPANESE,M,Japan
19243418_2,_Imahori_,_Miki_,JAPANESE,F,Japan
12416831_2,_Guerry_,_John_,ENGLISH,M,USA
7971066_4,_Graville_,_stacey_,ENGLISH,F,Israel
12923969_8,_Graniewski_,_Jaroslaw_,SLAV,M,Poland
10557362_5,_Gohta_,_satoshi_,JAPANESE,M,Japan
1803540_3,_Ghibellini_,_dora_,ITALIAN,F,Italy
17942068_2,_Garcia_Velasco_Sanchez_Morago_,_Santiago_,HISPANIC,M,Spain
14657410_1,_Fujibe_,_Takahiro_,JAPANESE,M,Japan
18397074_2,_Fuchun_,_Zhang_,CHINESE,-,China
18310066_3,_Frayne_,_Matthew_,ENGLISH,M,UK
8357868_2,_Engerer_,_robert_,GERMAN,M,USA
12850024_2,_Elshaw_,_Mark_,ENGLISH,M,UK
2176297_4,_Drobner_,_rita_,GERMAN,F,UK
19056149_3,_Djaafri_,_Ibtissem_,ARAB,F,Brazil
12390045_3,_Copelan_,_David_,ENGLISH,M,USA
6658443_2,_Consolino_,_antonio_,ITALIAN,M,Italy
12586392_2,_Clock_,_Sarah_,ENGLISH,F,USA
17428881_1,_Chachamovich_,_juliana_,HISPANIC,F,Brazil
16820233_1,_Cense_,_arjen_,DUTCH,M,Netherlands
8989207_6,_Canet_,_yolanda_,HISPANIC,F,Spain
2497064_7,_Calzini_,_Virgilio_,ITALIAN,M,Italy
18702154_1,_Calemma_,_Vincenzo_,ITALIAN,M,Italy
10773972_2,_Bringer_,_olivier_,FRENCH,M,France
17657009_3,_Brahma_,_Dora_,INDIAN,F,India
15019728_3,_Brachet_Castang_,_Celine_,FRENCH,F,France
14524450_2,_Bossoutrot_,_Valerie_,FRENCH,F,Ireland
8554827_3,_Cano_,_Bodoque_,HISPANIC,-,Spain
18275165_2,_Bliznakov_,_Stoyan_,SLAV,M,USA
12658203_1,_Benlolo_,_Sidney_,FRENCH,M,France
17438275_9,_Bendehakkalu_,_Krishnaprasad_,INDIAN,M,Australia
8629817_9,_Beaurline_,_joseph_,ENGLISH,M,USA
12151752_4,_Bavar_,_Nasim_,ARAB,F,USA
16926929_4,_Ashbury_,_Edwin_,ENGLISH,M,Canada
19223703_1,_Asembergiene_,_Jolanta_,BALTIC,F,Lithuania
10510567_3,_Alonso_Garcia_,_jorge_,HISPANIC,M,Spain
15090206_1,_Almholt_,_Dorthe_,NORDIC,F,Slovenia
18635594_3,_von_Spee_,_caroline_,GERMAN,F,Sweden
18006026_3,_Tankamnerdthai_,_Orathai_,THAI,F,Thailand
9681208_6,_Kadkhodaei_Elyaderani_,_Manizheh_,ARAB,F,UK
14305503_4,_Zugna_,_ermanno_,ITALIAN,M,Italy
19091291_7,_Valsalan_,_Rohith_,INDIAN,M,India
9499297_6,_Jose_Torregrosa_Bertet_,_Maria_,HISPANIC,F,Spain
17189089_1,_Soto_Gonzalez_,_Alfonso_,HISPANIC,M,Spain
19336999_3,_Shigita_,_Erika_,JAPANESE,F,Japan
16565921_2,_Settele_,_Angela_,GERMAN,F,Germany
7635998_5,_Schmildler_,_james_,GERMAN,M,USA
11353989_2,_Morales_Rodriguez_,_Margarita_,HISPANIC,F,Spain
12173473_8,_Kler_,_shikha_,INDIAN,F,Russia
19419057_2,_Hernandez_Fernandez_,_Javier_,HISPANIC,M,Colombia
9778201_6,_Garcia_Panos_,_jose_,HISPANIC,M,Spain
11727905_4,_Granelli_,_Anne_de_Wahl_,NORDIC,F,Sweden
19082140_2,_Bulyha_,_Iryna_,GERMAN,F,Germany
1554356_1,_Al_Bar_,_Omar_,ARAB,M,SaudiArabia
15234329_2,_AbuKhamsin_,_Abbas_,ARAB,M,SaudiArabia
1925515_6,_Xiccato_,_Gerolamo_,ITALIAN,M,Italy
6466188_4,_Wentlandt_,_Thom_,ENGLISH,M,USA
17373175_2,_Wallo_,_Warren_,ENGLISH,M,USA
8972960_25,_Venne_,_Sylvie_,FRENCH,F,Canada
10455579_2,_Vampola_,_David_,ENGLISH,M,USA
10982689_4,_Uejima_,_Daisuke_,JAPANESE,M,Japan
17091395_4,_Merete_Tryggestad_,_Anne_,NORDIC,F,Norway
18783437_2,_Travieso_,_Maria_,HISPANIC,F,Spain
10727012_3,_Teresa_Torquato_,_Maria_,HISPANIC,F,Brazil
12639240_2,_Telg_,_Hagen_,GERMAN,M,Germany
15605271_4,_Tekcan_,_Cevahir_,TURKISH,-,Turkey
17945774_1,_Talebinejad_,_Mehran_,ARAB,M,Canada
3638526_2,_Swint_,_Kay_,ENGLISH,F,USA
2635942_1,_Susilo_,_Andi_,INDONESIAN,-,Belgium
5835723_2,_Somura_,_yasunobu_,JAPANESE,M,Japan
11931493_2,_Simeonidis_,_Kreon_,GREEK,-,Greece
2025138_2,_Silow_Carroll_,_Sharon_,ENGLISH,F,USA
17201230_6,_Shamir_,_Kfir_,ISRAELI,M,USA
15662448_2,_Savenko_,_Yu_,SLAV,-,Russia
18764871_3,_Sattin_,_Sarah_,ENGLISH,F,USA
7599731_1,_Saragas_,_Nikiforos_,GREEK,M,SouthAfrica
12519976_4,_Reboux_,_Sebastien_,FRENCH,M,France
14559046_1,_Rasmussen_Barr_,_Eva_,NORDIC,F,Sweden
12341862_1,_Pumain_,_denise_,FRENCH,F,France
12107121_1,_Plumeier_,_Iris_,GERMAN,F,Germany
17903040_7,_Pitkaaho_,_Risto_,NORDIC,M,Finland
17015520_3,_Parra_Roide_,_Lilia_,HISPANIC,F,USA
10047593_4,_Orosa_,_miguel_,HISPANIC,M,Spain
8539484_2,_Nuri_,_Besim_,TURKISH,M,Canada
9730998_4,_Leigh_,_Nigel_,ENGLISH,M,UK
16280515_1,_Montero_Barrientos_,_Marta_,HISPANIC,F,Spain
9931300_3,_Montagnini_,_Benedetta_,ITALIAN,F,Italy
17698494_3,_Missaoui_,_Mohieddine_,ARAB,-,France
10062158_1,_Merithew_,_Robert_,ENGLISH,M,USA
12791434_3,_Mansourian_,_Noushin_,ARAB,F,Germany
1483603_5,_Lupichuk_,_Andrei_,SLAV,M,USA
16988356_4,_Ludlow_,_Emma_,ENGLISH,F,Australia
15921096_3,_Lindhe_,_Cecilia_,NORDIC,F,Sweden
12474685_3,_Laurikenas_,_Kestutis_,BALTIC,M,Lithuania
11814481_9,_de_Fatima_Lages_,_Geralda_,HISPANIC,F,Brazil
10132473_1,_Kuechenmeister_,_Michael_,GERMAN,M,USA
12505198_2,_Kubicka_,_Wioletta_,SLAV,F,Poland
15101976_2,_Kostlanova_,_Nikola_,SLAV,M,CzechRepublic
15207058_4,_Konongoi_,_Samson_,AFRICAN,M,Kenya
3040651_1,_Kayata_,_yoshiaki_,JAPANESE,M,Japan
17775626_10,_Ben_Jaffel_,_Lotfi_,ARAB,M,France
11178676_3,_Horke_,_Alexander_,GERMAN,M,Germany
1308945_4,_Golbspan_,_Liane_,HISPANIC,F,Brazil
4421015_2,_Geffen_,_william_,ENGLISH,M,USA
18538371_1,_Galbadage_,_Thushara_,INDIAN,-,USA
14753620_4,_Fend_,_Steven_,GERMAN,M,USA
11666361_1,_Etheredge_,_Kristen_,ENGLISH,F,USA
11763344_3,_Drillet_,_Anne_Sophie_,FRENCH,F,France
