AUID,Last,First,Ethnea,Genni,PubCountry
19110227_4,_Perni_,_Uma_,ENGLISH,-,USA
18367291_3,_Pergl_,_Jan_,GERMAN,M,CzechRepublic
10533690_2,_Pelczynski_,_sandra_,SLAV,F,USA
18248620_2,_Patrikainen_,_Outi_,NORDIC,F,Finland
15471849_5,_Paschoud_,_Corinne_,FRENCH,F,Switzerland
17438479_4,_Ouiminga_,_Mariama_,AFRICAN,F,CotedIvoire
16274902_2,_Ottobrini_,_Barbara_,ITALIAN,F,Italy
9274371_4,_Ooyoshi_,_michiyo_,JAPANESE,F,Japan
18420009_3,_Olry_Labry_de_Lima_,_Antonio_,HISPANIC,M,Spain
17522526_6,_Oetjen_Gerdes_,_Lynne_,ENGLISH,F,USA
17372644_2,_Ocasio_Delgado_,_Yessenia_,HISPANIC,F,USA
9743514_4,_Nuckolls_,_tammy_,ENGLISH,F,USA
12884815_7,_Nisizato_,_Yosinori_,JAPANESE,M,Japan
18275053_4,_Nieberle_,_Jorg_,GERMAN,M,Germany
19335521_2,_Nazik_,_Evsen_,TURKISH,-,Turkey
18676164_3,_Nandyala_,_Haritha_,INDIAN,F,India
19117951_2,_Nakwal_,_Nandni_,INDIAN,F,India
15339729_1,_Nagakura_,_Junko_,JAPANESE,F,Japan
6861753_3,_Naesgaard_,_inger_,NORDIC,F,Norway
19332424_2,_Mullaly_,_elizabeth_,ENGLISH,F,Australia
18063312_4,_Muhly_,_Taylor_,ENGLISH,-,USA
18316273_3,_Mucuk_,_Salime_,TURKISH,F,Turkey
14636533_3,_Moreiro_Barroso_,_Maite_,HISPANIC,F,Spain
17000427_4,_Moller_Haley_,_MARY_,NORDIC,F,USA
12437773_2,_Mirkovic_,_Borka_,SLAV,F,Austria
12210559_1,_Mirabolghasemi_,_Ghadire_,ARAB,-,Iran
10487368_2,_Mindock_,_laura_,ENGLISH,F,USA
14561023_3,_Michalis_,_Mauridis_,GREEK,-,Greece
8849093_2,_Jovellanos_,_Merino_,HISPANIC,-,Spain
18315310_1,_Mennicke_,_Ralph_,GERMAN,M,UK
17176583_5,_Mehboob_,_Najeebullah_,ARAB,-,UK
19206771_1,_Martinez_Lera_,_Paula_,HISPANIC,F,Belgium
15788589_5,_Mandet_,_Jacques_,FRENCH,M,France
16567127_3,_Coxon_,_Macmillan_,ENGLISH,-,Belgium
17825865_6,_Lucena_,_Herene_,HISPANIC,-,Brazil
9928010_2,_Leontiv_,_dimitry_,ISRAELI,M,USA
10080984_1,_Langens_Gerrits_,_merel_,DUTCH,F,Netherlands
9551041_4,_Hopp_,_La_,ENGLISH,-,Germany
8286486_5,_Froscia_,_La_,ITALIAN,-,Italy
7632051_1,_Ladden_,_carol_,ENGLISH,F,USA
16779176_4,_Lacerda_de_Couto_,_Jeane_,HISPANIC,F,Brazil
18375228_3,_Kwan_Ho_Chui_,_Kenneth_,CHINESE,M,USA
12921912_7,_Kurklu_,_Kablan_,TURKISH,-,Turkey
12774685_1,_Kundranda_,_Roshni_,INDIAN,F,USA
16141540_1,_Kumprakob_,_Usanee_,THAI,F,Japan
16441586_2,_Kryukova_,_Nataliya_,SLAV,F,Russia
7669826_4,_Kokot_,_danuta_,SLAV,F,Poland
2417694_3,_Kohler_Faden_,_ruth_,GERMAN,F,Switzerland
17106900_2,_Koffmane_,_Katja_,GERMAN,F,Germany
18670058_2,_Kociuba_,_Monika_,SLAV,F,Poland
18412902_2,_Kitutu_,_Fred_,AFRICAN,M,Uganda
19557435_3,_Khalafalla_,_reda_,ARAB,M,Germany
17951541_1,_Kengni_,_Junie_Hurette_,FRENCH,F,Canada
18465336_2,_Moe_Kempel_,_Mette_,NORDIC,F,Denmark
12903370_3,_Kayasuga_,_takashi_,JAPANESE,M,Japan
18573687_2,_Karampelas_,_Stefanos_,GREEK,M,France
17327495_5,_Kallhoff_,_Justin_,GERMAN,M,USA
18303449_4,_Kakarlapudi_,_Raj_,INDIAN,M,USA
19277819_1,_Kaeb_,_Sabine_,GERMAN,F,Germany
14640883_1,_Kachinsky_,_Emily_,ENGLISH,F,USA
11717129_3,_Ma_,_Jing_,CHINESE,-,Japan
15162741_1,_Patricia_Jimenez_Rosenberg_,_Sylvia_,HISPANIC,F,Mexico
12833725_3,_Jerkins_,_Forrest_,ENGLISH,M,USA
8452996_4,_Bernal_,_Iniesta_,HISPANIC,-,Spain
15703047_1,_Hovmalm_,_Helena_,NORDIC,F,Sweden
12855363_2,_Hebing_Lennartz_,_Gabriele_,GERMAN,F,Germany
7858314_4,_Hamou_,_daniel_,FRENCH,M,USA
17761456_5,_Hamam_,_Khalid_,ARAB,M,SaudiArabia
18503936_3,_Guenkel_,_Ludwig_,GERMAN,M,Germany
14996138_4,_Van_Gucht_,_Emma_,DUTCH,F,UK
18831987_8,_Grynaviski_,_Nicole_,ENGLISH,F,USA
11095598_4,_Goode_,_victoria_,ENGLISH,F,Netherlands
19102055_2,_Ghionzoli_,_Marco_,ITALIAN,M,Italy
15159143_2,_Ghazzaghi_,_Hossein_,ARAB,M,Iran
15238329_1,_Gazdik_,_Edward_,SLAV,M,USA
9108452_3,_Flotte_,_edward_,ENGLISH,M,USA
17489335_3,_Fabriani_,_Loredana_,ITALIAN,F,Italy
18760003_4,_Estoff_,_Elizabeth_,ENGLISH,F,USA
17527060_1,_Erylmaz_,_Adil_,TURKISH,M,Turkey
16833470_3,_Emenike_,_Ijeoma_,AFRICAN,F,USA
19161246_3,_Elks_,_Phil_,ENGLISH,M,UK
10907811_1,_Calles_,_Elias_,HISPANIC,M,USA
16734140_8,_Abd_El_Hameed_,_Mohammed_,ARAB,M,Egypt
15810983_4,_Elgezawi_,_Ebtisma_,ARAB,-,Egypt
12778978_4,_Elfgren_,_Thomas_,NORDIC,M,Finland
14609731_1,_Eisaf_,_Moses_,GREEK,M,Greece
17564824_1,_Eiamtanasate_,_Sarasate_,THAI,-,Thailand
16539178_1,_Dwomiczak_,_Szymon_,SLAV,M,Poland
19329291_6,_Tamiolakis_,_Dimitris_,GREEK,M,Greece
18795501_1,_Dickerman_,_Ken_,ENGLISH,M,Netherlands
12033143_2,_Quinoa_,_Diaz_,HISPANIC,-,Spain
15151350_4,_Deskins_,_Mary_,ENGLISH,F,USA
17967738_1,_De_Sampaio_Schitine_,_Clarissa_,HISPANIC,F,Brazil
10424459_3,_Dereniowska_,_malgorzata_,SLAV,F,Poland
12601409_1,_Delve_,_Peter_,NORDIC,M,NewZealand
11885649_2,_Eduardo_del_,_Castillo_Eduardo_,HISPANIC,M,Spain
17699724_9,_Deibold_,_James_,ENGLISH,M,USA
18195159_5,_Dajani_,_Mustafa_,ARAB,M,USA
19031647_1,_Pena_Coto_,_Neide_,HISPANIC,F,Brazil
15765977_2,_Angel_Cossio_Matus_,_Miguel_,HISPANIC,M,Mexico
9605624_2,_Contreras_Burciaga_,_liana_,HISPANIC,F,Mexico
10782385_3,_Confino_,_maya_,ISRAELI,F,Bulgaria
19005432_3,_Charaf_,_Edris_,ARAB,M,USA
9886703_4,_Carabante_,_dolores_,HISPANIC,F,Spain
19170541_2,_Byrska_,_Marta_,SLAV,F,USA
8218988_2,_Bumak_,_james_,ENGLISH,M,Australia
19378650_4,_Bronkoski_,_Elizabeth_,ENGLISH,F,USA
19491245_2,_Branchu_,_Julien_,FRENCH,M,France
18157546_1,_Brachs_,_Sebastian_,GERMAN,M,Germany
9976042_1,_Blagoveshchenskii_,_nikolay_,SLAV,M,Russia
17651197_1,_Bidegaray_Batista_,_Leticia_,HISPANIC,F,Spain
11096052_4,_Bettington_,_henry_,ENGLISH,M,UK
17912102_4,_Bektas_,_Cem_,TURKISH,M,Turkey
13679776_3,_de_Chanville_,_Baudesson_,FRENCH,-,France
16246287_2,_Pless_,_Barry_,ENGLISH,M,Canada
19171223_3,_Azouzi_,_Idrissi_,ARAB,-,Morocco
12413180_2,_Atukeren_,_Julide_,TURKISH,F,Turkey
12169724_1,_Assender_,_Hazel_,ENGLISH,F,UK
10539915_4,_Reboucas_Moreira_,_Amaral_,HISPANIC,-,Brazil
15322797_3,_Amamo_,_Ryohei_,JAPANESE,M,Japan
17986485_2,_Alop_,_Jane_,HISPANIC,F,Estonia
1721276_1,_Shah_,_Ali_,ARAB,M,UK
15387498_1,_Kadhim_Al_Hattab_,_Mohammed_,ARAB,M,Iraq
16970818_2,_Alaiti_,_Amer_,ARAB,M,USA
18635127_2,_Akiya_,_junko_,JAPANESE,F,Japan
8054995_2,_Agyeman_,_francesca_,ITALIAN,F,UK
15579652_2,_Abildtrup_,_Lisbeth_,NORDIC,F,Denmark
7747360_4,_Khaleque_,_Abdul_,ARAB,M,Japan
17951126_2,_Abdel_El_Hameed_El_Cheweikh_,_Hala_,ARAB,F,Egypt
9345315_2,_Troxtel_,_erik_,DUTCH,M,USA
9488944_12,_Saguti_,_Takesi_,JAPANESE,-,Japan
7476812_1,_Sadka_,_Sagie_,ISRAELI,-,Israel
15721273_11,_Tachiba_,_Isao_,JAPANESE,M,Japan
18977387_3,_Maclarty_,_Arthur_,ENGLISH,M,USA
8705314_3,_Loric_,_gwenola_,FRENCH,F,France
18244051_2,_Karsai_,_gabor_,HUNGARIAN,M,USA
8612826_4,_Feldshuh_,_joseph_,KOREAN,M,USA
18383782_1,_El_Wakil_,_Shala_,ARAB,F,Egypt
15053915_3,_Yokomichi_,_Rie_,JAPANESE,F,Japan
12736412_2,_Yadu_,_Shirish_,INDIAN,M,India
18599373_3,_Willers_,_Guido_,GERMAN,M,Germany
16172501_8,_Wilhemsen_,_Kirk_,NORDIC,M,USA
16497301_1,_Wardrope_,_Caroline_,ENGLISH,F,UK
3638760_1,_Vidal_Milla_,_Angel_,HISPANIC,M,Spain
11140490_3,_Edgar_Vicent_,_Luis_,ENGLISH,M,Mexico
19157877_2,_Verhoeff_,_Lonneke_,DUTCH,F,Switzerland
15210659_3,_Varchalama_,_Lia_,GREEK,F,Greece
2550226_2,_van_Krimpen_,_Simon_,DUTCH,M,Canada
17728997_4,_Vanejevs_,_Maksims_,BALTIC,M,Latvia
17625869_1,_Uzzan_,_Michael_,FRENCH,M,Israel
17170630_5,_Uche_,_Anayochukwu_,AFRICAN,-,USA
19039654_2,_Turel_,_Huseyin_,TURKISH,M,Turkey
10831477_4,_Tramontozzi_,_Louis_A_,FRENCH,M,USA
17055699_3,_Toomer_,_MaryEllen_,ENGLISH,F,USA
15650481_3,_Tenywa_,_Joseph_,AFRICAN,M,Uganda
17964725_1,_Tamamoto_,_Chie_,JAPANESE,F,Japan
12753859_1,_Sukhodolov_,_Alexander_,SLAV,M,Germany
19157432_3,_Spurling_,_Susan_,ENGLISH,F,UK
9512324_6,_Shenav_,_Michael_,ISRAELI,M,Israel
16024608_4,_Seshire_,_Anita_,ENGLISH,F,Germany
11692429_2,_Carreras_,_Serra_,HISPANIC,-,Spain
18999632_17,_Sciretti_,_Daniele_,ITALIAN,M,Italy
9486382_1,_Scholer_,_Claus_,GERMAN,M,Germany
16054668_2,_Schittmayer_,_Matthias_,GERMAN,M,Austria
16650618_3,_Schilt_,_Nina_,GERMAN,F,USA
10756943_7,_Sarmasan_,_Veronica_,ROMANIAN,F,Romania
10058402_2,_Rubinovich_,_Leonid_,ISRAELI,M,Israel
10630031_4,_Roman_,_Romero_,HISPANIC,M,Spain
9275123_1,_Rodriguez_Larrain_,_jorge_,HISPANIC,M,USA
12445456_5,_Parker_,_Robert_,ENGLISH,M,Canada
16020725_62,_Rinta_,_Joel_,NORDIC,M,USA
6670813_7,_Ribordy_,_Farfalla_,FRENCH,-,Switzerland
10386789_2,_Reschke_,_Cole_,ENGLISH,M,Germany
2251987_9,_Raftopoulo_,_alexander_,GREEK,M,Germany
19166952_3,_Pocs_,_Tamas_,HUNGARIAN,M,Hungary
16185592_1,_Alberto_Perez_Romasanta_,_Luis_,HISPANIC,M,Spain
17512679_3,_Pagnucco_,_Cristina_,ITALIAN,F,Italy
14648631_4,_Ole_,_Svein_,NORDIC,M,USA
15043328_5,_Ogedegbe_,_Olugbenga_,AFRICAN,M,USA
17434204_3,_Occulti_,_Fabio_,ITALIAN,M,Italy
16933774_1,_Niswander_Klement_,_Elizabeth_,ENGLISH,F,USA
16290129_3,_Moschetti_,_Karine_,FRENCH,F,Switzerland
17626192_2,_Morganstein_,_Joshua_,ENGLISH,M,USA
15337856_3,_Morales_Rios_,_Edgar_,HISPANIC,M,Mexico
11771909_4,_Mojica_,_elena_,HISPANIC,F,USA
19369704_4,_Mirams_,_gary_,ENGLISH,M,UK
18703445_7,_Mashkoor_,_Ashraf_,ARAB,M,Canada
7657111_5,_Marzano_,_joseph_,ITALIAN,M,USA
17947507_4,_Malaviarachchi_,_Priyangi_,INDIAN,-,USA
12369622_3,_Lopata_Finch_,_Emily_,ENGLISH,F,USA
17768795_2,_Roberto_Liparotti_,_Joao_,HISPANIC,M,Brazil
10853497_6,_Juan_de_Sentmenat_,_Linares_Juan_,HISPANIC,M,Spain
17905587_2,_Liesen_,_Andre_,FRENCH,M,Brazil
1988207_1,_Leohirun_,_Lakana_,THAI,F,Thailand
17600936_6,_Kvaternik_,_Matea_,SLAV,F,Croatia
18926293_3,_Krehan_,_Ingomar_,GERMAN,M,Austria
7109643_2,_Koskiniemi_,_jaakko_,NORDIC,M,Finland
15603347_2,_Korniluk_,_Jan_,SLAV,M,Poland
8359966_4,_Konfe_,_salifou_,AFRICAN,-,France
18983503_2,_Koekman_,_Arnold_,DUTCH,M,Netherlands
17248607_1,_Klaimi_,_YOUSSEF_,ARAB,M,USA
11485127_3,_Kilbaugh_,_todd_,ENGLISH,M,USA
1685024_5,_Khunafina_,_Kh_,SLAV,-,Sweden
11782043_4,_Ket_,_Paul_,DUTCH,M,Netherlands
19163332_1,_Kerby_,_Benjamin_,ENGLISH,M,Canada
1566957_5,_Kebabjian_,_Richard_,ENGLISH,M,USA
11277099_1,_Karapapa_,_Vassiliki_,GREEK,F,UK
19168979_1,_Jnawali_,_Hum_Nath_,INDIAN,M,Korea
10815320_2,_Maria_Jimenez_Alvarado_,_Rosa_,HISPANIC,F,Mexico
12566201_8,_Jarquin_,_Douglas_,HISPANIC,M,USA
12931892_1,_Jacinthe_,_Pierre_Andre_,FRENCH,M,USA
18055147_4,_Hosseinzadeh_,_Leila_,ARAB,F,Iran
11768744_2,_Horgan_,_william_,ENGLISH,M,USA
7205453_3,_Holson_,_brenda_,ENGLISH,F,USA
10919541_2,_Hirschman_,_donna_,ENGLISH,F,USA
7971436_1,_Hessig_,_Rusti_,HISPANIC,F,USA
11519827_3,_Herce_,_michael_,HISPANIC,M,USA
3830157_1,_Heini_,_hans_,GERMAN,M,Germany
8639152_1,_Hausheer_Zarmakupi_,_zafiro_,ARAB,-,Switzerland
2528560_3,_Gums_,_gabriele_,GERMAN,F,Germany
17671943_3,_Pandian_Gulnar_,_Datta_,INDIAN,M,India
16114193_1,_Groenkjaer_,_Mette_,NORDIC,F,Denmark
10773166_7,_Karlsson_,_Goran_,NORDIC,M,Sweden
18055172_6,_Goodier_,_Colin_,ENGLISH,M,USA
6108908_2,_Gab_,_Jurgen_,GERMAN,M,Germany
18351500_3,_Gabhart_,_Julia_,GERMAN,F,USA
10584043_3,_Fontanez_,_Nelson_,HISPANIC,M,USA
11733459_6,_Fileni_,_barbara_,ITALIAN,F,Italy
2404853_5,_Eiserman_,_maria_,HISPANIC,F,Sweden
15132588_2,_Dimant_,_Hemi_,ISRAELI,M,Israel
16471134_1,_Francisco_de_Lopez_,_Castro_Francisco_,HISPANIC,M,Spain
10389350_3,_Dal_Porto_,_rossella_,ITALIAN,F,Italy
19132350_1,_Chizari_,_Mahmoud_,ARAB,M,UK
18219177_4,_Chijiwa_,_Risa_,JAPANESE,F,Japan
16704741_11,_Charlot_,_Patrick_,FRENCH,M,France
18661350_3,_Chalkiadaki_,_Georgia_,GREEK,F,Greece
19177853_1,_Catelan_,_Anderson_,HISPANIC,M,Brazil
17363523_5,_Calcagnile_,_Olga_,ITALIAN,F,Sweden
15589707_4,_Burtea_,_Victoria_,HISPANIC,F,Austria
10643707_3,_Bocchio_,_daniela_,ITALIAN,F,Italy
17911798_1,_Bitencourt_,_Jeferson_,HISPANIC,-,Brazil
12720374_5,_Berlozecki_,_Stanislaw_,SLAV,M,India
9239000_1,_Beechinor_,_Linda_,ENGLISH,F,USA
12508062_2,_Balibrea_,_Maria_,HISPANIC,F,Germany
19095093_1,_Arentz_,_Candy_,HISPANIC,F,USA
16047056_1,_Abdolkhaleg_,_Deezagi_,ARAB,-,Iran
9492127_2,_Sokaris_,_stephen_,ENGLISH,M,USA
7788089_2,_Calderon_,_Senar_,HISPANIC,-,Spain
16105841_2,_Ogle_,_Louise_,ENGLISH,F,USA
15255479_3,_Le_Gentil_,_Jerome_,FRENCH,M,France
15705572_1,_Hari_Dass_,_Ranjeeta_,INDIAN,F,UK
4035746_2,_Garcia_Picazo_,_Luisa_,HISPANIC,F,Spain
4046734_3,_DeTrana_,_celestine_,HISPANIC,F,USA
7397025_1,_Covarrubias_Espinoza_,_gilberto_,HISPANIC,M,Mexico
17616256_6,_Assayag_,_Ben_,FRENCH,M,France
16420359_2,_Zilliges_,_Yvonne_,GERMAN,F,Germany
16391345_1,_Wilwert_,_Jennifer_,ENGLISH,F,USA
5848832_2,_Wellborn_,_thomas_,ENGLISH,M,USA
9252741_2,_Vryenhoef_,_Paul_,DUTCH,M,UK
15880908_4,_Venkat_,_Parth_,INDIAN,-,USA
14726231_3,_Valosky_,_Janine_,ENGLISH,F,USA
2332122_2,_Urry_,_pauline_,ENGLISH,F,UK
10424904_1,_Udal_tsov_,_alexander_,SLAV,M,Russia
15207915_3,_Styles_,_Nathan_,ENGLISH,M,USA
11820620_2,_Stuyvaert_,_Sabrina_,FRENCH,F,Belgium
1749042_3,_Sri_,_prasit_,THAI,M,USA
15975913_2,_Spoorendonk_,_Kirsten_,DUTCH,F,Netherlands
11394099_6,_Soulami_,_Kenza_,ARAB,F,France
8011877_6,_Garcia_,_Sancho_,HISPANIC,M,Spain
4130175_3,_Saleem_,_zubair_,ARAB,M,USA
17237978_1,_Ropars_,_Virginie_,FRENCH,F,France
3913398_5,_Rehbock_,_Frank_,GERMAN,M,Germany
9277032_2,_Redenbaugh_,_james_,ENGLISH,M,USA
17007717_7,_Rajwal_,_Madhuri_,INDIAN,F,UK
18831110_1,_Radosh_,_Polly_,ENGLISH,F,USA
9856695_6,_Peverini_,_paola_,ITALIAN,F,Italy
2399926_2,_Pehoski_,_charlane_,HISPANIC,F,USA
10552492_1,_Parcerisa_,_javier_,HISPANIC,M,Spain
650109_1,_Oatfield_,_robert_,ENGLISH,M,USA
10005315_2,_Nozieres_,_Jean_Pierre_,FRENCH,M,France
11508566_5,_Novotni_,_Antoni_,SLAV,M,Macedonia
14707107_3,_Nolasco_,_Helena_,HISPANIC,F,USA
5035691_4,_Neurath_,_claire_,ENGLISH,F,Germany
12353579_1,_Muratsu_,_Seiji_,JAPANESE,M,Japan
11588693_1,_Muether_,_Philipp_,GERMAN,M,Germany
18922167_7,_Moo_,_Yoe_,KOREAN,-,Thailand
10093252_3,_Matusik_,_Stanislaw_,SLAV,M,Poland
11198173_4,_Mataix_Solera_,_Jorge_,HISPANIC,M,Spain
16275563_2,_Manigandan_,_Durai_,INDIAN,M,India
16402615_3,_Maltoni_,_Davide_,ITALIAN,M,Italy
16950165_2,_Nobrega_Litvoc_,_Marcelo_,HISPANIC,M,Brazil
12716885_1,_Lebron_,_Frances_,ENGLISH,F,USA
15969376_2,_Lavigueur_,_Christine_,FRENCH,F,Canada
8643385_4,_Krawetz_,_Julie_,ENGLISH,F,USA
8177885_2,_Kourinov_,_igor_,SLAV,M,USA
11888123_4,_Jayne_,_Rae_,ENGLISH,-,USA
11850101_3,_Jasinskiene_,_Edita_,BALTIC,F,Lithuania
16574217_3,_Lee_,_James_,ENGLISH,M,USA
16604633_2,_Jadrnickova_,_Iva_,SLAV,F,CzechRepublic
1356342_1,_Ianelli_,_sandra_,ITALIAN,F,Italy
11441134_5,_Hyoudou_,_Sumio_,JAPANESE,M,Japan
611890_2,_Hunecke_,_roland_,GERMAN,M,Germany
8978274_3,_Hearne_,_vicki_,ENGLISH,F,USA
15543133_18,_Hancy_,_Frederic_,FRENCH,M,Belgium
11058868_1,_Grottke_,_claudia_,GERMAN,F,Germany
10014814_1,_Giulini_,_domenico_,ITALIAN,M,Italy
11804162_3,_Froend_,_raymond_,ENGLISH,M,Australia
8495803_3,_Frangos_,_myrto_,GREEK,F,USA
10108404_1,_Fonda_,_nickie_,ENGLISH,F,UK
1983295_5,_Montesinos_,_Folgado_,HISPANIC,-,Spain
15531443_5,_Fireman_Shoresh_,_Sharon_,ISRAELI,F,Israel
10579774_5,_Ferriell_,_kathy_,ENGLISH,F,USA
18167484_1,_Fernandez_Ferro_,_Martin_,HISPANIC,M,Spain
11351080_4,_doramys_hernandez_,_Felipe_,HISPANIC,M,Italy
7571797_3,_Eversheim_,_sabine_,GERMAN,F,Germany
12150230_1,_Ensari_,_Nurcan_,TURKISH,F,USA
17988512_3,_Ikechukwu_Ekwunife_,_Obinna_,AFRICAN,M,Nigeria
14522327_5,_Domzalski_,_Taymon_,SLAV,-,USA
17368599_2,_Di_Taranto_,_Maria_Donata_,ITALIAN,F,Italy
14659617_2,_Delacoste_,_franck_,FRENCH,M,France
1449195_2,_Alwis_,_De_,INDIAN,-,SriLanka
16093252_3,_Darnley_,_Simon_,ENGLISH,M,UK
16750213_2,_Czegeny_,_Zsuzsanna_,HUNGARIAN,F,Hungary
15629055_4,_Collver_,_Hilary_,ENGLISH,-,USA
845554_1,_Clavadetscher_,_john_,GERMAN,M,USA
15324701_2,_Chevillet_,_John_,FRENCH,M,USA
2543624_3,_Chegas_,_paula_,HISPANIC,F,USA
8953812_2,_Campoamor_,_Francisco_,HISPANIC,M,Spain
12372342_3,_Buzello_,_Christoph_,GERMAN,M,USA
15211010_5,_Burga_,_Rosa_,HISPANIC,F,Peru
6556151_1,_Bollmann_,_walter_,GERMAN,M,Germany
11269449_10,_Bogosian_,_Mary_,ENGLISH,F,USA
7093983_7,_Blanzaco_,_Daniel_,HISPANIC,M,Argentina
1438212_4,_Birdwell_,_anahid_,ENGLISH,F,USA
10330045_8,_Baraboutis_,_John_,GREEK,M,USA
9523666_2,_Alderdice_,_david_,ENGLISH,M,UK
2096436_1,_Aissaoui_,_Zoubida_,ARAB,F,France
8735999_1,_Abendroth_Smith_,_Julie_,ENGLISH,F,USA
2172531_3,_Kion_,_Ah_,ENGLISH,-,Ireland
15498914_2,_Vila_Coll_,_Ramon_,HISPANIC,M,Spain
12447645_1,_Tureyen_,_Ali_,TURKISH,M,Turkey
6529337_2,_Thuring_,_manfred_,GERMAN,M,Germany
15582231_6,_Shalem_,_Bruria_,ISRAELI,F,Israel
17799255_2,_Rovner_,_Irwin_,ENGLISH,M,USA
10978234_6,_Prieto_Gonzalez_,_Mayelin_,HISPANIC,-,Spain
7305698_6,_Pamplin_,_william_,ENGLISH,M,USA
10478292_3,_Lara_,_Hernandez_,HISPANIC,-,Cuba
8607556_1,_Eaves_,_sharon_,ENGLISH,F,USA
18583458_3,_Di_Stasi_,_Rossella_,ITALIAN,F,Canada
14991098_3,_Garcia_de_Jalon_,_Jesus_,HISPANIC,M,Spain
11634207_1,_Vicente_Cobo_Gomez_,_Jesus_,HISPANIC,M,Spain
14057365_2,_Blei_,_ira_,ENGLISH,M,Germany
18716913_2,_Betsha_,_Simret_,AFRICAN,-,Ethiopia
16784774_9,_Vasiljevic_Radovic_,_Dana_,SLAV,F,Serbia
8122850_5,_Vahdat_,_bruno_,FRENCH,M,France
16631665_2,_Truesdell_,_Karen_,ENGLISH,F,USA
2653222_8,_Tanuma_,_Michiya_,JAPANESE,M,Japan
8677601_5,_Swanton_,_Patricia_,ENGLISH,F,USA
17240458_1,_Suryani_,_Santi_,INDIAN,-,Malaysia
16473536_2,_Sundukova_,_Elena_,SLAV,F,Russia
16983597_1,_Sulz_,_Michael_,GERMAN,M,Switzerland
8958123_3,_Sprauer_,_achim_,GERMAN,M,Germany
17928030_4,_Sosnin_,_Edward_,SLAV,M,Russia
2654941_2,_Shterman_,_nava_,ISRAELI,F,Israel
16010756_1,_Shotwell_,_Robert_,ENGLISH,M,USA
12755887_2,_Schmid_Hempel_,_Regula_,GERMAN,F,Switzerland
4323538_1,_Schlitz_,_emil_,GERMAN,M,Germany
10724049_3,_Santaella_,_adalberto_,HISPANIC,M,USA
16553377_3,_Rudakov_,_Fedor_,SLAV,M,USA
9093936_1,_Modamio_,_Romera_,HISPANIC,-,Spain
13679311_4,_Ravelich_,_Susan_,ENGLISH,F,NewZealand
15610111_3,_Rasuli_,_Sohrab_,ARAB,M,Iran
15432390_1,_PROEHL_,_elsa_,GERMAN,F,USA
9285195_2,_Panwar_,_nirmala_,INDIAN,F,NewZealand
15389682_2,_Omanska_,_Alicja_,SLAV,F,USA
7783562_3,_Needell_,_Juliet_,ENGLISH,F,UK
14598120_5,_Mukouyama_,_Mikaya_,JAPANESE,F,Japan
17470172_1,_Morii_,_Akihiro_,JAPANESE,M,Japan
10985015_3,_Molina_Ochoa_,_Jaime_,HISPANIC,M,Mexico
11432532_3,_Mmolawa_,_Princess_,ENGLISH,F,Australia
11389447_1,_Matzke_,_Rainer_,GERMAN,M,Germany
18176377_1,_Leseur_,_Julie_,FRENCH,F,France
2949607_2,_Lejbkowicz_,_Izabella_,SLAV,F,Israel
17893039_2,_Kosslick_,_Daniela_,GERMAN,F,Germany
18266858_2,_Knaudt_,_Bjorn_,GERMAN,M,Germany
18247749_1,_Khudik_,_Vladimir_,SLAV,M,USA
1479755_2,_Kasaya_,_Takeshi_,JAPANESE,M,Japan
8695240_5,_Karakousis_,_Konstantinos_,GREEK,M,Greece
11420533_2,_Kaner_,_Charles_,ENGLISH,M,USA
12400830_7,_Kadner_,_Gregor_,GERMAN,M,Switzerland
16196064_3,_Kabrede_,_Hendrik_,GERMAN,M,Germany
9642550_3,_Hobdy_,_Juliann_,ENGLISH,F,USA
17097789_5,_Hakobyan_,_Margarita_,SLAV,F,UK
17322935_1,_Gooneratne_,_Lallindra_,INDIAN,-,UK
2219663_4,_Gerraty_,_norman_,ENGLISH,M,Australia
12855443_4,_Gaussier_,_Eric_,FRENCH,M,Switzerland
14707475_3,_Duiker_,_Evelien_,DUTCH,F,Netherlands
9959010_4,_Dominici_,_Daniele_,ITALIAN,M,Italy
16342237_8,_Ditze_,_Gunter_,GERMAN,M,Germany
11464791_2,_Crisostomo_,_fernando_,HISPANIC,M,Brazil
7276729_1,_Cordoni_,_barbara_,ITALIAN,F,USA
17440653_3,_Collison_,_Nicolette_,AFRICAN,F,SouthAfrica
15665899_1,_Cappelen_,_Anne_,NORDIC,F,Norway
15632200_2,_Caamano_,_Sofia_,HISPANIC,F,USA
16941317_2,_Brumbach_,_Arlene_,ENGLISH,F,USA
12360537_5,_Braceras_,_Rogelio_,HISPANIC,M,USA
3305792_7,_Behard_,_Catherine_,FRENCH,F,France
18166632_7,_Batziou_,_Eleni_,GREEK,F,Greece
10698329_1,_Barwood_,_Shane_,ENGLISH,M,Australia
7428673_3,_Aumann_,_Silke_,GERMAN,F,Germany
11914753_4,_Andrason_,_Hjalti_,NORDIC,M,Iceland
17596912_4,_Al_Zahrani_,_Ghormallah_,ARAB,-,USA
9953852_3,_Al_Ohali_,_Mohammad_,ARAB,M,SaudiArabia
16996021_2,_Wonderen_,_Jessica_van_,FRENCH,F,UK
12987345_1,_RUIZ_LARA_,_rafael_,HISPANIC,M,Spain
13738633_1,_Quarantelli_,_Enrico_,ITALIAN,M,USA
8193888_4,_Hashemi_Malayeri_,_Bijan_,ARAB,M,Iran
